#Vback		Iback			(12/10/2018  10:45)
6.199815E+1	2.143045E-6
6.300371E+1	2.164882E-6
6.400957E+1	2.187555E-6
6.499695E+1	2.212426E-6
6.600084E+1	2.236460E-6
6.701105E+1	2.261310E-6
6.799875E+1	2.285503E-6
6.900392E+1	2.310561E-6
7.001104E+1	2.336206E-6
7.100146E+1	2.362690E-6
7.200809E+1	2.390575E-6
7.301596E+1	2.420265E-6
7.400471E+1	2.449720E-6
7.501060E+1	2.481080E-6
7.601768E+1	2.512918E-6
7.700552E+1	2.546129E-6
7.800867E+1	2.580761E-6
7.901604E+1	2.617899E-6
8.000383E+1	2.655413E-6
8.101154E+1	2.697256E-6
8.200063E+1	2.738084E-6
8.300608E+1	2.782461E-6
8.401260E+1	2.828385E-6
8.500153E+1	2.874247E-6
8.600818E+1	2.924501E-6
8.701528E+1	2.975738E-6
8.800269E+1	3.030795E-6
8.900806E+1	3.090735E-6
9.001432E+1	3.147364E-6
9.100376E+1	3.209337E-6
9.201022E+1	3.274408E-6
9.301563E+1	3.340284E-6
9.400506E+1	3.408204E-6
9.501229E+1	3.480269E-6
9.601950E+1	3.554009E-6
9.700706E+1	3.630041E-6
9.801385E+1	3.711815E-6
9.901965E+1	3.794825E-6
1.000079E+2	3.878019E-6
1.010161E+2	3.967136E-6
1.020033E+2	4.056180E-6
1.030093E+2	4.151075E-6
1.040150E+2	4.247873E-6
1.050033E+2	4.344995E-6
1.060073E+2	4.446184E-6
1.070135E+2	4.551567E-6
1.080029E+2	4.657824E-6
1.090113E+2	4.769758E-6
1.100182E+2	4.883992E-6
1.110060E+2	4.999473E-6
1.120117E+2	5.119410E-6
1.130199E+2	5.242032E-6
1.140087E+2	5.366141E-6
1.150158E+2	5.495315E-6
1.160226E+2	5.628629E-6
1.170101E+2	5.760934E-6
1.180174E+2	5.898873E-6
1.190238E+2	6.040855E-6
1.200121E+2	6.180614E-6
1.210190E+2	6.327195E-6
1.220253E+2	6.479745E-6
1.230145E+2	6.630782E-6
1.240197E+2	6.785594E-6
1.250060E+2	6.941026E-6
1.260129E+2	7.104714E-6
1.270208E+2	7.269999E-6
1.280103E+2	7.436520E-6
1.290177E+2	7.608644E-6
1.300239E+2	7.783585E-6
1.310105E+2	7.958324E-6
1.320186E+2	8.138827E-6
1.330260E+2	8.323358E-6
1.340132E+2	8.506874E-6
1.350218E+2	8.697622E-6
1.360274E+2	8.891033E-6
1.370163E+2	9.084192E-6
1.380231E+2	9.285160E-6
1.390284E+2	9.487853E-6
1.400157E+2	9.689788E-6
1.410216E+2	9.898839E-6
1.420296E+2	1.011321E-5
1.430167E+2	1.032449E-5
1.440054E+2	1.054040E-5
1.449933E+2	1.075672E-5
1.460015E+2	1.098272E-5
1.470103E+2	1.121423E-5
1.479969E+2	1.143944E-5
1.490046E+2	1.167710E-5
1.500106E+2	1.192048E-5
1.509991E+2	1.215741E-5
1.520046E+2	1.240529E-5
1.530089E+2	1.265608E-5
1.539971E+2	1.290612E-5
1.550037E+2	1.316216E-5
1.560136E+2	1.342385E-5
1.570020E+2	1.368238E-5
1.580072E+2	1.395146E-5
1.590139E+2	1.422646E-5
1.600012E+2	1.449536E-5
1.610071E+2	1.477220E-5
1.620132E+2	1.505501E-5
1.630004E+2	1.533784E-5
1.640059E+2	1.562680E-5
1.649964E+2	1.591330E-5
1.660036E+2	1.620929E-5
1.670091E+2	1.651128E-5
1.679987E+2	1.681198E-5
1.690056E+2	1.711897E-5
1.700111E+2	1.743183E-5
1.709991E+2	1.774249E-5
1.720039E+2	1.806151E-5
1.730094E+2	1.838706E-5
1.739998E+2	1.870942E-5
1.750063E+2	1.904346E-5
1.760143E+2	1.937994E-5
1.770016E+2	1.971387E-5
1.780079E+2	2.005936E-5
1.790125E+2	2.040806E-5
1.800005E+2	2.075766E-5
1.810058E+2	2.111733E-5
1.820118E+2	2.147796E-5
1.830013E+2	2.184133E-5
1.840099E+2	2.221697E-5
1.849987E+2	2.258933E-5
1.860052E+2	2.297268E-5
1.870119E+2	2.336434E-5
1.879998E+2	2.375010E-5
1.890065E+2	2.415255E-5
1.900139E+2	2.455851E-5
1.910008E+2	2.496423E-5
1.920060E+2	2.538516E-5
1.930127E+2	2.580833E-5
1.940032E+2	2.623285E-5
1.950080E+2	2.667576E-5
1.960133E+2	2.711902E-5
1.970015E+2	2.756542E-5
1.980078E+2	2.802737E-5
1.990141E+2	2.849450E-5
2.000026E+2	2.895762E-5
2.010089E+2	2.944268E-5
2.020170E+2	2.993825E-5
2.030064E+2	3.042999E-5
2.040129E+2	3.093694E-5
2.050182E+2	3.145631E-5
2.060045E+2	3.198015E-5
2.070120E+2	3.252001E-5
2.079996E+2	3.306081E-5
2.090046E+2	3.362000E-5
2.100125E+2	3.419251E-5
2.109998E+2	3.476218E-5
2.120069E+2	3.535155E-5
2.130130E+2	3.596190E-5
2.140006E+2	3.656725E-5
2.150080E+2	3.720044E-5
2.160140E+2	3.784632E-5
2.170027E+2	3.849277E-5
2.180100E+2	3.916640E-5
2.190142E+2	3.985094E-5
2.200005E+2	4.053834E-5
2.210091E+2	4.125196E-5
2.220170E+2	4.198634E-5
2.230045E+2	4.271805E-5
2.240130E+2	4.348607E-5
2.250190E+2	4.427409E-5
2.260087E+2	4.506377E-5
2.270149E+2	4.588343E-5
2.280026E+2	4.671620E-5
2.290090E+2	4.758254E-5
2.300152E+2	4.847172E-5
2.310054E+2	4.936582E-5
2.317117E+2	5.000203E-5
2.318083E+2	5.000206E-5
2.319417E+2	5.000223E-5
2.320784E+2	5.000204E-5
2.321955E+2	5.000219E-5
2.323066E+2	5.000220E-5
2.324101E+2	5.000212E-5
2.325134E+2	5.000226E-5
2.326112E+2	5.000215E-5
2.327025E+2	5.000230E-5
2.327966E+2	5.000226E-5
2.328825E+2	5.000221E-5
2.329631E+2	5.000235E-5
2.330468E+2	5.000226E-5
2.331236E+2	5.000215E-5
2.331905E+2	5.000212E-5
2.332656E+2	5.000221E-5
2.333369E+2	5.000220E-5
2.334070E+2	5.000232E-5
